gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
4,376832,1,0.012672,0.00526665,2.41623,0.00447499,3.4777e-05,0.00625925,0.0062287
4,376832,1,0.0147536,0.00533945,2.4202,0.00455675,3.6463e-05,0.00636148,0.00632
4,409600,1,0.0110654,0.00621996,2.6421,0.00733599,5.8766e-05,0.00914733,0.00909919
4,409600,1,0.0117851,0.00397914,2.68053,0.00449946,3.6416e-05,0.00627147,0.00623429
4,409600,1,0.0179403,0.00574027,2.65657,0.00560175,3.4685e-05,0.00739494,0.00737012
4,410624,1,0.0131325,0.00553787,2.64778,0.0047381,5.2364e-05,0.00677227,0.00673921
4,410624,1,0.0137188,0.00563842,2.67366,0.00448405,3.4621e-05,0.00631915,0.00627743
4,410624,1,0.0138449,0.00558489,2.65186,0.00487677,3.439e-05,0.00668272,0.00665461
4,411648,1,0.00756341,0.00441713,2.684,0.00453973,2.1954e-05,0.00630507,0.00628612
4,411648,1,0.0123402,0.00559856,2.66945,0.00459362,3.1525e-05,0.00639695,0.00636154
4,411648,1,0.012397,0.00557448,2.67364,0.00478906,3.0033e-05,0.00657328,0.00653468
4,412672,1,0.00810471,0.00541835,2.68335,0.00537397,5.3237e-05,0.00755622,0.00751721
4,412672,1,0.0137148,0.00559864,2.66223,0.00445395,3.6017e-05,0.00625961,0.00622408
4,412672,1,0.0156667,0.00600858,2.69451,0.00456902,3.6423e-05,0.0063941,0.00636667
4,413696,1,0.0135075,0.00628681,2.68291,0.00672793,3.2888e-05,0.00915325,0.00912427
4,413696,1,0.01501,0.00602098,2.66926,0.00511313,3.2989e-05,0.00724442,0.00716698
4,413696,1,0.0200195,0.00717033,2.66894,0.00458308,2.9786e-05,0.00747946,0.00743794
4,414720,1,0.00927959,0.00616077,2.70252,0.00553397,5.2862e-05,0.00885539,0.00881305
4,414720,1,0.0135002,0.00610203,2.66851,0.00587327,3.1753e-05,0.00815369,0.00811701
4,414720,1,0.0160042,0.00612621,2.67629,0.00463287,3.3021e-05,0.00663152,0.00659356
4,415744,1,0.00797802,0.00497313,2.70574,0.00558376,5.059e-05,0.00747416,0.00744759
4,415744,1,0.0135636,0.0064028,2.70484,0.00500467,3.1509e-05,0.00727197,0.00721426
4,415744,1,0.0173805,0.00567086,2.71937,0.00450803,3.6275e-05,0.006309,0.00628391
4,416768,1,0.00826057,0.00666105,2.71877,0.00559583,3.8425e-05,0.00776553,0.00773307
4,416768,1,0.00872999,0.00565885,2.69617,0.00489553,2.388e-05,0.00672499,0.00669743
4,416768,1,0.0157258,0.00572368,2.70187,0.00460562,3.4638e-05,0.00647637,0.00645138
4,417792,1,0.0125909,0.00576738,2.7217,0.00458184,3.675e-05,0.00639671,0.00635739
4,417792,1,0.0155059,0.00616859,2.72512,0.00460916,3.12e-05,0.0068526,0.00682419
4,417792,1,0.0184044,0.00668527,2.72011,0.00474067,3.4191e-05,0.00704356,0.00701433
4,418816,1,0.010511,0.0051893,2.70496,0.00465866,3.4145e-05,0.00648594,0.00645834
4,418816,1,0.0126401,0.00554064,2.70005,0.00498084,3.3781e-05,0.00671713,0.00669155
4,418816,1,0.0126753,0.00689782,2.71513,0.00590826,5.5538e-05,0.00892817,0.00888914
4,419840,1,0.00925631,0.00551339,2.71584,0.00486888,2.3486e-05,0.00664189,0.00661734
4,419840,1,0.0140993,0.00620603,2.73095,0.00461026,3.254e-05,0.00666664,0.0066367
4,419840,1,0.0141489,0.00593401,2.71779,0.00512484,7.782e-05,0.00720987,0.00716933
4,420864,1,0.0137279,0.00629803,2.74713,0.00501886,3.1618e-05,0.0072614,0.00722688
4,420864,1,0.0141502,0.00777834,2.71694,0.00516904,5.9158e-05,0.00717935,0.00714772
4,420864,1,0.0142718,0.00561092,2.73537,0.00450229,3.6378e-05,0.00628628,0.00624822
4,421888,1,0.00861096,0.00550627,2.75425,0.00493954,2.492e-05,0.00671526,0.00669053
4,421888,1,0.00935225,0.0069991,2.73078,0.00564935,6.3994e-05,0.00741637,0.00739082
4,421888,1,0.0137567,0.00501795,2.75136,0.00456217,5.3703e-05,0.0066769,0.00663516
4,422912,1,0.0100436,0.00533021,2.73236,0.00462444,3.3337e-05,0.00688694,0.006859
4,422912,1,0.015166,0.00594881,2.73945,0.00507375,3.1517e-05,0.00710078,0.00706274
4,422912,1,0.0160568,0.00651473,2.77802,0.00450464,3.5394e-05,0.00675251,0.00671903
4,423936,1,0.00850318,0.00461393,2.76878,0.00444074,2.5165e-05,0.00616696,0.00612639
4,423936,1,0.0138004,0.00633685,2.77088,0.00475413,3.3413e-05,0.0069116,0.00688242
4,423936,1,0.0141737,0.00813167,2.76634,0.00763084,5.2732e-05,0.0097422,0.00969813
4,424960,1,0.0135018,0.00569673,2.75704,0.00445761,3.6584e-05,0.0062599,0.00622144
4,424960,1,0.0138187,0.00570065,2.78366,0.00445483,3.7517e-05,0.00627159,0.00624349
4,424960,1,0.0141463,0.00573938,2.76568,0.00451594,3.3667e-05,0.00636445,0.00633846
4,425984,1,0.0122731,0.00627295,2.77926,0.00489141,5.3849e-05,0.00710757,0.0070808
