gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
2,56320,1,0.00169315,0.00368614,0.186954,0.00738673,1.3969e-05,0.0102799,0.0102175
2,56320,1,0.00194458,0.00648056,0.193985,0.0144901,4.2814e-05,0.0200417,0.0199651
2,57344,1,0.00127407,0.00637817,0.197708,0.0148775,3.1709e-05,0.0204017,0.020307
2,57344,1,0.00187446,0.00270707,0.188288,0.00544634,1.4807e-05,0.00742235,0.00738317
2,57344,1,0.00196712,0.00650906,0.197739,0.014988,1.7111e-05,0.0205479,0.020451
2,58368,1,0.00124776,0.00271622,0.190987,0.00502539,1.3899e-05,0.00700587,0.00696697
2,58368,1,0.00126151,0.0030266,0.193211,0.00733267,1.6972e-05,0.00965868,0.00960762
2,58368,1,0.00128161,0.00634737,0.200264,0.0142887,4.6865e-05,0.0197683,0.0196929
2,59392,1,0.00201492,0.00295341,0.194196,0.00504767,1.8439e-05,0.0072256,0.00718083
2,59392,1,0.00204471,0.00604796,0.203206,0.0140896,1.3619e-05,0.0191884,0.0191253
2,59392,1,0.00206373,0.00647441,0.203878,0.0146325,3.0731e-05,0.0201647,0.0200862
2,60416,1,0.0013528,0.00299853,0.198744,0.00621399,1.3061e-05,0.00846323,0.00842139
2,60416,1,0.00189842,0.00304127,0.198285,0.00580987,1.4946e-05,0.00806659,0.00803341
2,60416,1,0.00205917,0.00653686,0.206976,0.0144546,3.4851e-05,0.0200307,0.0199511
2,61440,1,0.00130894,0.00290424,0.201058,0.00534066,1.4597e-05,0.00749701,0.00745902
2,61440,1,0.00132668,0.00311894,0.202195,0.00663927,1.3829e-05,0.00902128,0.00897358
2,61440,1,0.00209779,0.0065115,0.210211,0.014488,3.1779e-05,0.0200786,0.0199925
2,62464,1,0.0013241,0.00320506,0.303512,0.00596688,1.4457e-05,0.00839304,0.00835497
2,62464,1,0.0021052,0.00644313,0.311802,0.0141515,1.5575e-05,0.0196691,0.0195564
