N,gpus,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
40960,10,0.00251448,0.00396007,59.1834,0.0393067,7.19008,0.0224135,0.0195656
40960,11,0.00235765,0.004065,60.9671,0.0505632,8.5659,0.032284,0.0294091
40960,11,0.00250061,0.00410667,60.9198,0.0425063,8.5491,0.0255461,0.0226692
40960,11,0.00263068,0.0039981,61.0104,0.0534219,8.5807,0.03514,0.0323814
40960,11,0.0033103,0.00502121,60.5481,0.0369839,8.12959,0.0215721,0.0179805
40960,11,0.00233555,0.00393218,60.9148,0.0447036,8.53578,0.0274684,0.0247633
40960,12,0.00283444,0.0041783,62.4543,0.0501569,10.2859,0.0324483,0.0296404
40960,12,0.00296464,0.00405559,62.4305,0.0403653,10.2415,0.0229381,0.0202127
40960,12,0.00229,0.00402893,62.3752,0.0368021,10.235,0.0193292,0.0165914
40960,12,0.00292774,0.00413475,62.3574,0.0432279,10.2068,0.0242358,0.0213828
40960,12,0.00337362,0.00393954,62.4648,0.0504503,10.2666,0.0320266,0.0293635
40960,13,0.00287383,0.00510439,64.1512,0.0408577,11.4618,0.0241045,0.0206364
40960,13,0.00287863,0.00431224,64.5943,0.0567643,11.8411,0.0374179,0.0344223
40960,13,0.00280497,0.00432458,64.6025,0.051704,11.8854,0.0326292,0.029668
40960,13,0.00309794,0.00451537,64.569,0.0573737,11.8174,0.0382707,0.0351097
40960,13,0.00317171,0.00426576,64.6288,0.043837,11.9148,0.0249387,0.0220691
40960,14,0.00269743,0.00546848,66.3689,0.0457871,13.6563,0.0280705,0.0240948
40960,14,0.00336585,0.00419089,66.7637,0.0563802,13.8748,0.0373752,0.0345952
40960,14,0.00361266,0.00548181,66.259,0.0445623,13.5407,0.0267255,0.0227145
40960,14,0.00301866,0.00426989,66.6634,0.0511688,13.9259,0.0316661,0.028847
40960,14,0.00320358,0.00501243,66.293,0.0479482,13.5878,0.030738,0.0272551
40960,15,0.00365415,0.0047355,68.6605,0.0582943,15.7507,0.0367049,0.0335446
40960,15,0.00287236,0.0046553,68.4963,0.0446542,15.7579,0.0249261,0.021877
40960,15,0.00322915,0.00476773,68.5131,0.0456582,15.7703,0.0249694,0.0219008
40960,15,0.00299651,0.00478911,68.4,0.050648,15.651,0.0296408,0.0263972
40960,15,0.00303555,0.00417097,68.4913,0.0441124,15.7515,0.0257112,0.0230622
40960,16,0.00390685,0.00594722,70.9492,0.0531349,18.1948,0.035891,0.0318327
40960,16,0.00486465,0.00593833,71.0488,0.0614432,18.122,0.0433881,0.0392454
40960,16,0.00498584,0.00621298,70.8997,0.0591212,18.1431,0.0420027,0.037615
40960,16,0.00298571,0.00547658,70.7937,0.0589361,18.0152,0.0404124,0.0366028
40960,16,0.00313205,0.00489715,70.7949,0.0616995,18.0158,0.0413286,0.0380395
40960,1,0.000351149,0.000497573,204.066,N/A,N/A,N/A,N/A
40960,1,0.000335412,0.00047382,204.006,N/A,N/A,N/A,N/A
40960,1,0.000362971,0.000494269,203.975,N/A,N/A,N/A,N/A
40960,1,0.000358719,0.000510804,203.967,N/A,N/A,N/A,N/A
40960,1,0.000357723,0.000491787,203.952,N/A,N/A,N/A,N/A
40960,3,0.000744493,0.00428033,100.587,0.0307458,0.673194,0.0181969,0.0145881
40960,3,0.000693581,0.00312372,100.598,0.0302692,0.718732,0.0163286,0.0138674
40960,3,0.000776947,0.00388866,100.575,0.0300355,0.657524,0.0180286,0.0148088
40960,3,0.000850076,0.00384519,100.588,0.0296539,0.670207,0.0181953,0.0150393
40960,3,0.000691343,0.00373695,100.57,0.0319644,0.667299,0.0187987,0.0157252
40960,4,0.00113314,0.00330056,53.8585,0.0327486,1.16095,0.0181108,0.0154806
40960,4,0.000961752,0.00324437,53.7235,0.0339038,1.17442,0.0203109,0.0177034
40960,4,0.00107878,0.0039471,53.6585,0.0305119,1.10384,0.0175702,0.0143186
40960,4,0.001078,0.00386732,53.6732,0.0316018,1.09804,0.0196698,0.0165217
40960,4,0.00107121,0.00310437,53.7654,0.0334961,1.17762,0.0201501,0.017712
40960,5,0.00122456,0.00392215,53.8902,0.0337535,1.69585,0.0205586,0.0174197
40960,5,0.00104931,0.00384288,53.7514,0.0328255,1.70153,0.019615,0.0165424
40960,5,0.00114261,0.00315733,53.8969,0.0355471,1.84431,0.021157,0.0187487
40960,5,0.00120259,0.00326777,53.8895,0.0330936,1.84204,0.0185049,0.0159675
40960,5,0.00122266,0.00329274,53.8912,0.0321123,1.84662,0.018113,0.0155962
40960,6,0.00145591,0.0036987,54.609,0.0333236,2.40245,0.0181425,0.0153302
40960,6,0.00134071,0.003441,54.6605,0.0384184,2.60723,0.0243218,0.021725
40960,6,0.00119686,0.00353288,54.6264,0.033503,2.57653,0.0188047,0.0161513
40960,6,0.00129742,0.00433717,54.4535,0.0368467,2.39844,0.0219699,0.0184928
40960,6,0.00116542,0.0032856,54.6577,0.0321813,2.60551,0.0175214,0.0150899
40960,7,0.00136896,0.00369593,55.6576,0.0470909,3.54826,0.0311924,0.028415
40960,7,0.00157883,0.00453948,55.2212,0.0347706,3.24791,0.0214336,0.0178566
40960,7,0.00144146,0.00462281,55.2439,0.0346056,3.24252,0.020748,0.0170861
40960,7,0.00135366,0.00448425,55.3064,0.0367848,3.29406,0.0218041,0.018264
40960,7,0.00154292,0.00447906,55.3039,0.0383973,3.28453,0.0248633,0.021349
40960,8,0.00191635,0.00390431,56.5825,0.0382605,4.61153,0.0232492,0.0203414
40960,8,0.00158173,0.00481467,56.3085,0.0342511,4.25068,0.0200084,0.0162262
40960,8,0.00171657,0.00343313,56.634,0.0359556,4.59848,0.0210531,0.0185935
40960,8,0.00168354,0.00384837,56.66,0.0400597,4.61958,0.023205,0.0203417
40960,8,0.00158581,0.00470713,56.2983,0.0357523,4.22117,0.0214995,0.0178206
40960,9,0.00171042,0.00366067,57.864,0.046054,5.8099,0.0282117,0.0255779
40960,9,0.00224348,0.00425486,57.7927,0.0367536,5.7805,0.0203761,0.0172034
40960,9,0.00244225,0.00398383,57.7956,0.0394134,5.7957,0.0228197,0.0198897
40960,9,0.0023281,0.00382862,57.8096,0.0398419,5.76982,0.0231328,0.0203606
40960,9,0.00238597,0.00472002,57.4187,0.0366486,5.41513,0.021324,0.0177156
51200,10,0.00294391,0.00424072,72.3344,0.0399787,7.27644,0.023366,0.0203899
51200,10,0.00331618,0.00500381,72.399,0.0413843,7.32289,0.0238152,0.0202777
51200,10,0.00340077,0.0052148,71.8817,0.0409508,6.82152,0.0259103,0.021977
51200,10,0.00343808,0.00444231,71.941,0.0397982,6.87094,0.0237404,0.0206349
51200,10,0.00317897,0.00423994,72.4771,0.0449418,7.38551,0.0283114,0.0252847
51200,11,0.00335729,0.00396379,74.1243,0.0516183,8.7324,0.0324391,0.0297263
51200,11,0.00304035,0.00421169,74.1898,0.0421595,8.74073,0.0231869,0.0202766
51200,11,0.00306266,0.00411433,74.0882,0.0512194,8.65588,0.0320902,0.0292763
51200,11,0.00364533,0.00478098,74.1719,0.0421838,8.74954,0.0246072,0.0211401
51200,11,0.00302221,0.00448005,74.1345,0.0571138,8.70878,0.0378388,0.0346722
51200,12,0.003415,0.00396009,75.8857,0.0542154,10.4586,0.0362209,0.0335986
51200,12,0.00365584,0.00546016,75.4225,0.0433735,10.031,0.027054,0.0230629
51200,12,0.00345754,0.00517726,75.3254,0.0433446,9.9384,0.0258953,0.0223366
51200,12,0.00315765,0.00435225,75.8964,0.0493963,10.469,0.032689,0.0296997
51200,12,0.00320349,0.00407281,75.9684,0.0408589,10.4947,0.0236137,0.020838
51200,13,0.00398387,0.00449225,78.2447,0.0464972,12.1044,0.0264259,0.0233983
51200,13,0.00301288,0.0055573,77.7876,0.0443586,11.6521,0.0263384,0.0222921
51200,13,0.00354151,0.00418912,78.2417,0.0438034,12.1338,0.0252612,0.0226698
51200,13,0.00382688,0.00466459,78.3502,0.0473405,12.0659,0.0280645,0.0248798
51200,13,0.00388215,0.00456502,78.3139,0.0572825,12.1462,0.0382019,0.035079
51200,14,0.00392103,0.00505276,80.3725,0.0476012,14.2161,0.0284267,0.0248915
51200,14,0.00450424,0.00596123,80.0331,0.0458098,13.863,0.0283812,0.0240624
51200,14,0.00435189,0.00392356,80.2406,0.0456196,14.0986,0.0270626,0.0246614
51200,14,0.00388533,0.00489791,80.4287,0.0512162,14.2729,0.0303669,0.0270246
51200,14,0.00415715,0.00481427,80.2993,0.0489064,14.145,0.029486,0.0262237
51200,15,0.00483614,0.00460425,81.9708,0.0469239,15.9779,0.0262779,0.0232763
51200,15,0.00397128,0.00465505,81.7955,0.0542498,15.9666,0.034638,0.0316215
51200,15,0.00368903,0.00464214,81.9344,0.0475607,16.097,0.0279806,0.0249907
51200,15,0.00523563,0.00517469,82.0702,0.0524801,16.0707,0.0338987,0.0303573
51200,15,0.00442141,0.00501521,81.7328,0.0455265,15.9157,0.0265405,0.0230854
51200,16,0.00360447,0.00498181,84.1893,0.0582506,18.2069,0.0391662,0.0358194
51200,16,0.00408338,0.00466961,84.0504,0.0596761,18.1901,0.0387266,0.0357076
51200,16,0.00359604,0.00498541,84.1016,0.0519649,18.2409,0.0315837,0.0282835
51200,16,0.00411272,0.00602039,84.2683,0.0554353,18.4154,0.0371532,0.0328518
51200,16,0.00386869,0.00476169,84.1446,0.0545081,18.2143,0.0349317,0.0318354
51200,1,0.00040146,0.000563253,262.543,N/A,N/A,N/A,N/A
51200,1,0.000432729,0.000598266,262.381,N/A,N/A,N/A,N/A
51200,1,0.0004355,0.000588766,262.273,N/A,N/A,N/A,N/A
51200,1,0.00043651,0.000570961,262.239,N/A,N/A,N/A,N/A
51200,1,0.00043471,0.00059474,262.212,N/A,N/A,N/A,N/A
51200,3,0.000880064,0.00314675,128.635,0.0305691,0.755184,0.0165768,0.0141698
51200,3,0.00104542,0.00419641,128.434,0.0325804,0.72719,0.0188966,0.015455
51200,3,0.000824766,0.00311326,128.48,0.0321742,0.774267,0.01787,0.0154701
51200,3,0.00104529,0.00340436,128.452,0.0327619,0.741515,0.0183204,0.0156797
51200,3,0.000844677,0.00383393,128.416,0.0336578,0.712327,0.020694,0.0175852
51200,4,0.00106248,0.00345396,67.7739,0.0331325,1.26133,0.0199921,0.0173226
51200,4,0.00104527,0.00388193,67.6616,0.0306113,1.1802,0.0181557,0.0150663
51200,4,0.00106615,0.00323858,67.8217,0.0316109,1.26303,0.017932,0.0154567
51200,4,0.00104892,0.00384859,67.8333,0.0324785,1.25492,0.019636,0.0165437
51200,4,0.00111733,0.0032189,67.8067,0.0321103,1.24283,0.0181864,0.0157125
51200,5,0.00126967,0.00347907,67.7878,0.0335202,1.91993,0.0200477,0.0174337
51200,5,0.00156502,0.00407282,67.4892,0.0343056,1.76304,0.021052,0.0178457
51200,5,0.00122263,0.00377936,67.659,0.0344465,1.94059,0.0195674,0.0166057
51200,5,0.00156964,0.0033902,67.6282,0.03261,1.90596,0.0187313,0.0161719
51200,5,0.00155932,0.00418979,67.4724,0.0308463,1.75981,0.0179837,0.0146785
51200,6,0.00185034,0.00428732,67.9299,0.0338037,2.49254,0.019973,0.0166797
51200,6,0.00145981,0.00490628,67.8344,0.0353834,2.53533,0.0221577,0.0182183
51200,6,0.00189244,0.00381294,67.9851,0.0330292,2.68945,0.0193849,0.0165002
51200,6,0.00182121,0.00347593,68.039,0.0357512,2.74021,0.0212668,0.0187457
51200,6,0.00145992,0.00438468,67.8182,0.0384035,2.5159,0.0239161,0.0211164
51200,7,0.00187269,0.00435857,69.1205,0.0392698,3.65522,0.0233202,0.0199326
51200,7,0.00200106,0.00361777,69.0461,0.0334552,3.65917,0.0187595,0.0161276
51200,7,0.00185509,0.0036065,69.1027,0.0360379,3.67038,0.0213589,0.0187678
51200,7,0.00213815,0.0036325,69.1224,0.0412416,3.65228,0.0260435,0.0234424
51200,7,0.00197323,0.00413837,69.0139,0.0350545,3.65194,0.0208236,0.0177024
51200,8,0.00261701,0.00468188,69.5483,0.0461941,4.29344,0.0318552,0.0283084
51200,8,0.00238889,0.00363467,70.1695,0.0381237,4.75268,0.0223403,0.0198037
51200,8,0.00198431,0.00461322,69.6912,0.0341422,4.31473,0.0193645,0.0159307
51200,8,0.00228313,0.00443858,70.2916,0.0410635,4.77961,0.0261096,0.0227501
51200,8,0.00219851,0.00456869,69.7861,0.042865,4.31577,0.0283638,0.0249351
51200,9,0.00275586,0.0038995,71.3752,0.0377241,5.97816,0.0206612,0.017919
51200,9,0.00293965,0.00387479,71.4308,0.035316,5.97343,0.0189733,0.0162554
51200,9,0.00281777,0.00423939,71.3215,0.0414195,5.95056,0.0238658,0.0208009
51200,9,0.0023818,0.00406576,71.4745,0.045195,5.9743,0.0280908,0.0251886
51200,9,0.00295376,0.00486574,70.8432,0.0381115,5.45414,0.021506,0.0178621
