gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time,node,blocksize
1,68608,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,68736,1,0.000796056,0.000759391,0.443134,N/A,N/A,N/A,N/A,homepc,128
1,68736,1,0.000821289,0.000904106,0.50155,N/A,N/A,N/A,N/A,homepc,384
1,68864,1,0.000803272,0.000800155,0.445298,N/A,N/A,N/A,N/A,homepc,128
1,68864,1,0.000806836,0.00091962,0.50058,N/A,N/A,N/A,N/A,homepc,256
1,68992,1,0.00101729,0.000887378,0.445828,N/A,N/A,N/A,N/A,homepc,128
1,69120,1,0.000808199,0.000791348,0.572057,N/A,N/A,N/A,N/A,homepc,768
1,69120,1,0.000818849,0.000770678,0.506228,N/A,N/A,N/A,N/A,homepc,384
1,69120,1,0.000827005,0.000796549,0.504252,N/A,N/A,N/A,N/A,homepc,256
1,69120,1,0.000832568,0.000766635,0.450663,N/A,N/A,N/A,N/A,homepc,512
1,69120,1,0.000843654,0.000800623,0.498379,N/A,N/A,N/A,N/A,homepc,640
1,69120,1,0.000906209,0.000797566,0.447426,N/A,N/A,N/A,N/A,homepc,128
1,69248,1,0.000850563,0.000800931,0.455416,N/A,N/A,N/A,N/A,homepc,128
1,69376,1,0.000793059,0.00082029,0.446344,N/A,N/A,N/A,N/A,homepc,128
1,69376,1,0.000817952,0.00080942,0.505692,N/A,N/A,N/A,N/A,homepc,256
1,69504,1,0.000791393,0.000776322,0.4487,N/A,N/A,N/A,N/A,homepc,128
1,69504,1,0.000798214,0.000844751,0.573367,N/A,N/A,N/A,N/A,homepc,384
1,69504,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,69632,1,0.000803448,0.000798608,0.508544,N/A,N/A,N/A,N/A,homepc,256
1,69632,1,0.000811502,0.00081589,0.512259,N/A,N/A,N/A,N/A,homepc,1024
1,69632,1,0.000864495,0.000808621,0.45274,N/A,N/A,N/A,N/A,homepc,128
1,69632,1,0.000933081,0.000765213,0.461443,N/A,N/A,N/A,N/A,homepc,512
1,69760,1,0.000808924,0.00079784,0.450781,N/A,N/A,N/A,N/A,homepc,128
1,69760,1,0.000858847,0.00079835,0.571794,N/A,N/A,N/A,N/A,homepc,640
1,69888,1,0.00080085,0.000783527,0.451607,N/A,N/A,N/A,N/A,homepc,128
1,69888,1,0.000824214,0.000773765,0.574181,N/A,N/A,N/A,N/A,homepc,768
1,69888,1,0.000829414,0.000807918,0.571108,N/A,N/A,N/A,N/A,homepc,384
1,69888,1,0.000855994,0.000816524,0.519277,N/A,N/A,N/A,N/A,homepc,256
1,70016,1,0.000816225,0.000797893,0.453251,N/A,N/A,N/A,N/A,homepc,128
1,70144,1,0.000803801,0.000829107,0.516081,N/A,N/A,N/A,N/A,homepc,256
1,70144,1,0.000803828,0.000803237,0.463431,N/A,N/A,N/A,N/A,homepc,512
1,70144,1,0.000853251,0.000848833,0.455584,N/A,N/A,N/A,N/A,homepc,128
1,70272,1,0.000804981,0.000802394,0.455577,N/A,N/A,N/A,N/A,homepc,128
1,70272,1,0.000816227,0.000821734,0.57032,N/A,N/A,N/A,N/A,homepc,384
1,70400,1,0.00080519,0.000800668,0.457847,N/A,N/A,N/A,N/A,homepc,128
1,70400,1,0.000806625,0.000808089,0.526578,N/A,N/A,N/A,N/A,homepc,256
1,70400,1,0.000824821,0.000814563,0.577644,N/A,N/A,N/A,N/A,homepc,640
1,70400,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,70528,1,0.000838393,0.000794843,0.4554,N/A,N/A,N/A,N/A,homepc,128
1,70656,1,0.00080776,0.000809945,0.468243,N/A,N/A,N/A,N/A,homepc,512
1,70656,1,0.000815541,0.000840646,0.521979,N/A,N/A,N/A,N/A,homepc,1024
1,70656,1,0.000820315,0.000835573,0.525541,N/A,N/A,N/A,N/A,homepc,256
1,70656,1,0.000824114,0.000837596,0.581502,N/A,N/A,N/A,N/A,homepc,384
1,70656,1,0.000833171,0.000810061,0.460283,N/A,N/A,N/A,N/A,homepc,128
1,70656,1,0.000841512,0.000899592,0.581421,N/A,N/A,N/A,N/A,homepc,768
1,70784,1,0.000877059,0.000824414,0.466157,N/A,N/A,N/A,N/A,homepc,128
