O3,gpus,N,iter,usr_htod_time,usr_kernel_time,usr_dtoh_time,dep_res_creation_time,dep_res_exec_time,linearization_time
true,10,8192,2,N/A,N/A,N/A,N/A,N/A,N/A
true,10,8192,3,1.03571,1.77628,0.167205,0.0599056,0.668164,0.0518706
true,10,12288,1,2.20942,2.47114,0.254488,0.0843529,0.654533,0.0760867
true,10,12288,2,1.95383,2.30098,0.259306,0.0776747,0.635194,0.0705152
true,10,12288,3,2.9,2.27197,0.357398,0.0780433,0.606664,0.070832
true,10,16384,1,5.00073,3.64381,0.563018,0.0969268,0.684563,0.0893974
true,10,16384,2,3.71185,3.58106,0.400036,0.101806,0.684255,0.0939226
true,10,16384,3,3.169,3.54111,0.45686,0.0964356,0.695873,0.0888005
true,10,20480,1,4.78098,5.23879,0.568446,0.128334,0.735855,0.119343
true,10,20480,2,6.1485,5.29392,0.572535,0.116536,0.745924,0.106303
true,10,20480,3,5.46793,5.23427,0.504769,0.11501,0.717223,0.106208
true,10,24576,1,7.9788,7.23148,0.646534,0.136798,0.795577,0.127587
true,10,24576,2,7.9741,7.15617,0.780323,0.140024,0.81764,0.130186
true,10,24576,3,7.32184,7.21205,0.874187,0.136015,0.816684,0.126973
true,10,28672,1,11.9647,9.4725,1.00148,0.180304,0.863831,0.170516
true,10,28672,2,12.2754,9.36982,1.00467,0.155333,0.855444,0.145671
true,10,28672,3,9.15336,9.35373,0.913643,0.167564,0.831712,0.158113
true,10,32768,1,13.7809,12.0458,1.12863,0.179358,0.881997,0.169379
true,10,32768,2,14.2022,11.9531,1.26438,0.185104,0.9092,0.174465
true,10,32768,3,12.4545,11.9076,1.05415,0.185463,0.87561,0.175588
true,10,36864,1,14.3517,14.918,1.28712,0.202773,0.894275,0.192373
true,10,36864,2,20.2039,15.1116,1.53767,0.205815,0.952815,0.195786
true,10,36864,3,15.8695,15.0269,1.61194,0.20006,0.892768,0.189752
true,11,1024,1,N/A,N/A,N/A,N/A,N/A,N/A
true,11,1024,2,0.015133,0.662926,0.0133829,0.0242392,0.564039,0.0172723
true,11,1024,3,0.0150401,0.667153,0.0129842,0.0293961,0.564906,0.0227615
true,11,2048,1,0.0649849,0.737962,0.0276893,0.0337878,0.59076,0.0272125
true,11,2048,2,0.0706471,0.696598,0.026057,0.040598,0.542531,0.0342328
true,11,2048,3,0.0653433,0.712475,0.0265431,0.0289443,0.565132,0.0217469
true,11,4096,1,0.337525,0.971445,0.0808433,0.0482176,0.637047,0.0416192
true,11,4096,2,0.332347,0.944986,0.0817262,0.0369329,0.622808,0.0301973
true,11,4096,3,0.315621,0.966998,0.0803672,0.0442988,0.633688,0.0373212
true,11,8192,1,1.09226,1.78639,0.219259,0.0544369,0.736286,0.0470352
true,11,8192,2,1.19149,1.83822,0.167723,0.0762847,0.762353,0.0680734
true,11,8192,3,1.10364,1.79723,0.162905,0.0555187,0.751206,0.0485595
true,11,12288,1,2.49244,2.36739,0.254659,0.0734364,0.716141,0.0652565
true,11,12288,2,2.18586,2.2197,0.256451,0.0738522,0.701121,0.0650296
true,11,12288,3,2.22498,2.22565,0.25556,0.0823241,0.701144,0.0744595
true,11,16384,1,4.16198,3.36892,0.3948,0.091229,0.758329,0.0819628
true,11,16384,2,4.3297,3.53981,0.392973,0.0887227,0.783206,0.079856
true,11,16384,3,4.45098,3.46476,0.500273,0.0888066,0.764352,0.0809194
true,11,20480,1,7.286,4.88988,0.821106,0.10737,0.794274,0.0989437
true,11,20480,2,6.58924,5.06499,0.560241,0.108225,0.833972,0.099031
true,11,20480,3,6.02543,4.96527,0.562515,0.107222,0.824276,0.0985585
true,11,24576,1,9.37411,6.64579,0.751599,0.126787,0.90165,0.115435
true,11,24576,2,8.79166,6.69786,0.760473,0.126664,0.906646,0.11671
true,11,24576,3,9.40152,6.6531,0.749913,0.134054,0.905449,0.123902
true,11,28672,1,12.8331,8.7246,1.01474,0.145669,0.954592,0.134112
true,11,28672,2,10.9122,8.8072,1.01456,0.166218,0.972662,0.156543
true,11,28672,3,14.0974,8.75683,0.990681,0.190994,0.95076,0.180608
true,11,32768,1,15.4397,11.1386,1.23927,0.165535,1.00587,0.154575
true,11,32768,2,16.2962,11.132,1.23804,0.161161,1.00097,0.150605
true,11,32768,3,19.1858,11.1104,1.73743,0.161699,0.975837,0.15163
true,11,36864,1,19.7848,13.9964,1.55279,0.19318,1.06514,0.18045
true,11,36864,2,18.6053,14.0159,1.52666,0.194258,1.07711,0.183599
true,11,36864,3,22.7852,14.0373,1.51327,0.183462,1.09082,0.17276
true,12,1024,1,0.0177775,0.720773,0.0137855,0.0261136,0.613379,0.0189659
true,12,1024,2,0.0202618,0.749883,0.0132323,0.0299265,0.639942,0.0234482
true,12,1024,3,0.0188178,0.699845,0.0121826,0.0248758,0.59507,0.0182029
true,12,2048,1,0.0754143,0.793652,0.0274661,0.0286606,0.648211,0.0220827
true,12,2048,2,0.0735667,0.787049,0.0282537,0.0288542,0.645302,0.0223142
