gpus,N,usr_htod_time,usr_kernel_time,usr_dtoh_time,dep_res_creation_time,dep_res_exec_time,linearization_time
12,36864,22.5905,44.3651,1.34119,1.27101,2.16397,0.372804
12,4096,0.261662,2.78799,0.0634661,0.399865,1.53815,0.235396
12,4096,0.290617,2.83568,0.066218,0.449828,1.5448,0.28697
12,4096,0.309412,2.76025,0.0781505,0.40288,1.51355,0.235161
12,8192,1.00958,5.07415,0.223439,0.521728,1.63045,0.249202
12,8192,1.18061,5.20416,0.2145,0.608408,1.64929,0.339623
12,8192,1.46739,5.06718,0.212642,0.511342,1.63444,0.246701
13,1024,0.0177471,1.88842,0.0150183,0.332252,1.43917,0.244792
13,1024,0.0214553,1.92922,0.0129665,0.32608,1.48333,0.239133
13,1024,0.0239846,1.93241,0.0147039,0.372002,1.44294,0.28451
13,12288,2.2722,6.99552,0.254393,0.754495,1.77471,0.360165
13,12288,2.52417,6.91145,0.246571,0.677192,1.77077,0.273381
13,12288,2.7131,6.92082,0.247708,0.670531,1.78552,0.27559
13,16384,4.95369,10.3365,0.580378,0.832868,1.85276,0.325454
13,16384,5.45315,10.3247,0.383607,0.788355,1.87392,0.285279
13,16384,5.66437,10.3338,0.387233,0.80359,1.88118,0.29842
13,2048,0.0745534,2.14305,0.0322003,0.360246,1.53186,0.244255
13,2048,0.0747553,2.22587,0.0333059,0.446521,1.53286,0.332318
13,2048,0.0781094,2.08796,0.0322221,0.353288,1.49057,0.237446
13,20480,7.25942,15.1581,0.544675,0.911161,2.03771,0.297004
13,20480,8.26137,15.1075,0.54089,0.917422,2.01034,0.299401
13,20480,8.43017,15.0726,0.549125,0.908604,1.97957,0.29587
13,24576,10.0801,20.282,0.730586,1.05597,2.23249,0.330119
13,24576,9.43974,20.0812,0.660466,1.03438,2.02271,0.361418
13,24576,9.50388,20.2523,0.720587,1.04176,2.22216,0.315745
13,28672,11.4801,26.5758,0.964259,1.28499,2.40056,0.447997
13,28672,14.983,26.3139,0.961041,1.20699,2.37182,0.371917
13,28672,15.1011,26.4031,0.947819,1.17441,2.34996,0.339779
13,32768,19.4295,33.1982,1.0844,1.2191,2.30681,0.344018
13,32768,19.6602,33.4899,1.18879,1.32819,2.48558,0.381826
13,32768,21.4513,33.4384,1.18691,1.28585,2.4658,0.339883
13,36864,22.6797,42.0184,1.47558,1.42412,2.64657,0.366335
13,36864,23.074,42.0497,1.44392,1.47572,2.6239,0.41263
13,36864,24.8215,41.9756,1.45194,1.41417,2.61823,0.358607
13,4096,0.276453,2.86314,0.0813708,0.416116,1.65835,0.244692
13,4096,0.33205,2.90994,0.078587,0.463426,1.66677,0.293622
13,4096,0.335928,2.84849,0.0777407,0.413204,1.65293,0.243631
13,8192,1.15706,5.34351,0.220992,0.611806,1.8321,0.328694
13,8192,1.2986,5.29827,0.222484,0.574964,1.83008,0.292804
13,8192,1.40356,5.30974,0.216614,0.555889,1.85476,0.272982
14,1024,0.0196102,2.03533,0.0146357,0.345178,1.56877,0.25183
14,1024,0.0207826,2.01917,0.0145556,0.354634,1.54653,0.265468
14,1024,0.0234425,2.05833,0.0146478,0.338489,1.59889,0.248122
14,12288,2.86784,6.79585,0.243637,0.704638,1.91578,0.281966
14,12288,3.11133,6.81745,0.368003,0.712221,1.91508,0.284219
14,12288,3.24195,6.83272,0.251998,0.72988,1.92256,0.309403
14,16384,5.4378,10.0531,0.38979,0.836168,2.03296,0.293157
14,16384,5.9018,9.97391,0.376422,0.839637,2.00923,0.295695
14,16384,6.24585,9.98418,0.379268,0.8371,1.99714,0.29599
14,2048,0.0836622,2.28499,0.028686,0.367408,1.66449,0.245494
14,2048,0.0877511,2.27366,0.0293447,0.370019,1.6529,0.248638
14,2048,0.0966995,2.28233,0.0284442,0.366608,1.66837,0.248541
14,20480,7.53844,14.4659,0.543034,0.972925,2.19561,0.310495
14,20480,8.06623,14.5754,0.540266,1.02525,2.2162,0.364231
14,20480,8.3534,14.439,0.532402,0.967816,2.16907,0.306847
14,24576,12.9227,19.2734,0.721201,1.14366,2.43334,0.362104
14,24576,13.0145,19.2451,0.715554,1.11595,2.43265,0.33076
14,24576,9.80215,19.3176,0.727603,1.11852,2.37728,0.337981
14,28672,13.4557,25.1829,0.955603,1.26704,2.56932,0.365072
14,28672,15.6998,25.1323,0.941863,1.25848,2.54538,0.354979
14,28672,17.0744,25.1346,0.944336,1.23961,2.5549,0.335965
14,32768,19.0161,31.7712,1.18673,1.368,2.66588,0.346558
14,32768,20.5849,31.6742,1.17353,1.3762,2.67934,0.353581
14,32768,20.6732,31.5956,1.18153,1.42971,2.68917,0.402247
14,36864,24.6239,39.5907,1.44671,1.50896,2.83515,0.363569
14,36864,25.4576,39.7283,1.44479,1.49928,2.85662,0.359158
14,36864,28.1053,39.546,1.4262,1.51122,2.82658,0.368905
14,4096,0.313367,2.99904,0.0793557,0.43455,1.79781,0.25355
14,4096,0.343189,3.03698,0.0657349,0.478225,1.79635,0.300135
14,4096,0.403548,3.05688,0.0788816,0.445806,1.83468,0.255661
14,8192,1.13952,5.32848,0.219069,0.567829,2.00158,0.266746
14,8192,1.16062,5.35582,0.220371,0.573768,2.02101,0.266013
14,8192,1.32781,5.449,0.217858,0.686867,2.00508,0.386866
15,1024,0.0206163,2.17985,0.0146853,0.353612,1.70412,0.258705
15,1024,0.0223051,2.20768,0.0146161,0.354912,1.72672,0.259556
15,1024,0.02944,2.18899,0.0147441,0.352796,1.71372,0.259723
15,12288,3.4979,6.95293,0.259584,0.743038,2.10967,0.291612
15,12288,3.65371,6.94828,0.371796,0.808053,2.08563,0.35171
15,12288,3.74173,6.91094,0.256475,0.75922,2.09418,0.30841
15,16384,5.83282,9.7418,0.384599,0.900736,2.17034,0.318157
15,16384,6.7265,9.8212,0.390794,0.965964,2.19314,0.385498
15,16384,7.01665,9.77678,0.38694,0.935736,2.17571,0.355809
15,2048,0.0780219,2.4574,0.0290354,0.422831,1.78609,0.296065
15,2048,0.0934084,2.43978,0.0333339,0.389204,1.80198,0.261846
15,2048,0.0989492,2.44133,0.0312295,0.391147,1.80338,0.266759
15,20480,10.5106,13.9845,0.527771,1.02684,2.38164,0.319416
15,20480,7.59161,13.9506,0.541355,1.02935,2.35858,0.321396
15,20480,9.84106,13.9269,0.533899,1.03134,2.33712,0.323458
15,24576,11.3443,18.5079,0.719724,1.17885,2.55682,0.342144
15,24576,11.4511,18.5602,0.704453,1.17292,2.59616,0.334836
15,24576,12.9261,18.5169,0.72345,1.1657,2.56495,0.326982
15,28672,12.7903,23.8532,0.936007,1.30951,2.76414,0.343942
15,28672,16.6843,23.8369,0.938941,1.31073,2.74211,0.345764
15,28672,18.4724,23.9341,0.949717,1.41757,2.75881,0.444014
15,32768,17.2453,30.2784,1.1747,1.47718,2.95729,0.380502
15,32768,19.6071,30.2129,1.16977,1.47595,2.87321,0.378443
15,32768,20.3228,30.1983,1.16176,1.4602,2.86201,0.363374
15,36864,24.843,37.5229,1.41718,1.59761,3.07779,0.373523
15,36864,27.5599,37.4056,1.42275,1.58546,3.05086,0.362831
15,36864,29.0495,37.4934,1.4165,1.59477,3.06493,0.369856
15,4096,0.371101,3.1287,0.0656132,0.461774,1.95144,0.27044
15,4096,0.382175,3.13857,0.0772877,0.469017,1.95603,0.277071
15,4096,0.472049,3.18445,0.0667191,0.468749,1.98561,0.272128
15,8192,1.47528,5.39414,0.219882,0.601868,2.19176,0.279085
15,8192,1.50171,5.36458,0.217247,0.615096,2.15994,0.294721
15,8192,1.63585,5.42064,0.22018,0.64383,2.18784,0.323942
16,1024,0.0216672,2.34687,0.0133083,0.371722,1.86069,0.271129
16,1024,0.0279998,2.30076,0.0130182,0.365923,1.81957,0.271802
16,1024,0.0293935,2.33354,0.0129145,0.372639,1.84515,0.273566
16,12288,2.99773,7.54822,0.269963,0.781926,2.34543,0.302631
16,12288,3.89898,7.55058,0.257325,0.801744,2.3393,0.321796
16,12288,3.89982,7.65824,0.260582,0.782416,2.37871,0.302217
16,16384,7.11735,9.62866,0.573747,1.02151,2.38696,0.392647
16,16384,7.51413,9.57454,0.59751,0.962251,2.3715,0.339439
16,16384,7.9849,9.53588,0.384186,0.944682,2.35847,0.328021
16,2048,0.0860588,2.553,0.028845,0.402242,1.92793,0.272567
16,2048,0.0878161,2.56049,0.0286988,0.402271,1.93384,0.271319
16,2048,0.096603,2.58569,0.0305118,0.413666,1.94941,0.282916
16,20480,10.2241,13.3232,0.503457,1.05001,2.37502,0.333791
16,20480,11.3278,13.5139,0.530402,1.08851,2.5745,0.329772
16,20480,8.04417,13.6422,0.52684,1.09987,2.56887,0.343386
16,24576,12.6251,17.7343,0.706266,1.24139,2.74742,0.346421
16,24576,14.5516,17.8662,0.695059,1.26893,2.76687,0.37561
16,24576,16.0128,17.7651,0.709507,1.23148,2.78895,0.337566
16,28672,15.0415,22.8083,0.92857,1.41271,2.91627,0.364201
16,28672,16.3878,22.7922,0.915608,1.39386,2.90772,0.363128
16,28672,19.8254,22.8279,0.934665,1.38959,2.94561,0.356376
16,32768,17.2019,28.8692,1.17139,1.5503,3.08989,0.360235
16,32768,21.0242,28.718,1.15322,1.55714,3.07272,0.366386
16,32768,22.6248,28.7214,1.15483,1.56392,3.0688,0.388811
16,36864,28.0728,35.7107,1.41286,1.68716,3.28607,0.380577
16,36864,30.0102,35.8981,1.42427,1.6855,3.28303,0.375913
16,36864,34.4428,36.1017,1.42102,1.70961,3.34628,0.402074
16,4096,0.381742,3.25342,0.0641575,0.486402,2.11626,0.285115
16,4096,0.393234,3.23815,0.0647323,0.483592,2.09446,0.285191
16,4096,0.419358,3.31601,0.079705,0.502524,2.15024,0.296679
16,8192,1.56889,5.41508,0.181756,0.646732,2.35881,0.303061
16,8192,1.65505,5.40017,0.218819,0.646212,2.3406,0.302636
16,8192,1.77475,5.40991,0.220388,0.646744,2.34445,0.300313
